City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,zhangye,38.9342,100.4517,6.5,14,0,3.12,CN,1701832175
288,moshkovo,55.3053,83.6104,-8.14,96,100,3.98,RU,1701832234
289,oodweyne,9.4092,45.064,17.02,45,75,5.83,SO,1701832235
290,beinamar,8.6698,15.3813,26.07,20,87,0.86,TD,1701832235
291,conduaga,8.862,117.4893,30.26,67,48,1.93,PH,1701832235
292,pyapon,16.2833,95.6833,29.07,66,97,2.37,MM,1701832235
293,nova vicosa,-17.8919,-39.3719,24.68,87,0,4.8,BR,1701832236
294,la asuncion,11.0333,-63.8628,25.96,84,59,7.33,VE,1701832236
295,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1701832236
296,fisterra,42.9049,-9.2629,10.86,76,72,6.0,ES,1701832236
297,namibe,-15.1961,12.1522,23.65,85,96,0.92,AO,1701832236
298,luderitz,-26.6481,15.1594,15.61,79,2,5.96,NA,1701832237
299,south hedland,-20.4089,118.5983,31.96,66,9,5.66,AU,1701832237
300,morehead city,34.7229,-76.726,11.1,89,0,1.54,US,1701832237
301,nibaliw central,16.1275,120.4027,30.9,60,49,2.16,PH,1701832237
302,lashkar gah,31.5938,64.3716,9.65,27,30,0.61,AF,1701832237
303,hilo,19.7297,-155.09,25.06,78,20,1.54,US,1701832133
304,papao,-17.75,-149.55,25.82,82,100,5.8,PF,1701832238
305,castlegar,49.2998,-117.6689,5.72,100,100,0.92,CA,1701832238
306,paramonga,-10.6667,-77.8333,19.69,87,100,3.42,PE,1701832238
307,choibalsan,48.0667,114.5,-14.53,75,2,7.36,MN,1701832239
308,teknaf,20.8624,92.3058,26.07,57,100,1.76,BD,1701832239
309,wayne,42.2506,-83.2833,1.99,81,75,3.6,US,1701832239
310,shetpe,44.1667,52.1167,-0.9,77,100,5.13,KZ,1701832239
311,mount isa,-20.7333,139.5,38.87,29,14,5.66,AU,1701832239
312,magistral'nyy,56.1725,107.4458,-26.46,95,94,0.62,RU,1701832240
313,san pedro pochutla,15.7333,-96.4667,23.82,89,86,1.81,MX,1701832240
314,san antonio de pale,-1.4014,5.6325,25.94,82,100,2.45,GQ,1701832240
315,forster,-32.1667,152.5167,28.49,60,5,7.54,AU,1701832240
316,harper,4.375,-7.7169,25.99,82,15,2.61,LR,1701832240
317,pemangkat,1.1667,108.9667,27.97,76,100,1.44,ID,1701832240
318,hassi messaoud,31.6804,6.0729,14.9,42,100,2.95,DZ,1701832241
319,ryotsu-minato,38.0833,138.4333,14.04,52,14,2.79,JP,1701832241
320,puqi,29.7167,113.8833,17.13,37,100,3.13,CN,1701832241
321,biskupiec,53.8647,20.9569,-5.1,95,71,3.63,PL,1701832241
322,zaltan,32.947,11.8665,15.92,61,100,3.0,LY,1701832241
323,ardanuc,41.1274,42.0629,10.3,93,100,1.68,TR,1701832242
324,edd,13.9297,41.6925,25.68,58,14,7.46,ER,1701832242
325,antsiranana,-12.2787,49.2917,25.52,79,81,4.84,MG,1701832042
326,thames,-37.1333,175.5333,21.67,64,55,2.26,NZ,1701832239
327,dannenberg,53.0967,11.09,0.64,99,100,2.3,DE,1701832242
328,gitarama,-2.0744,29.7567,15.7,94,99,1.04,RW,1701832243
329,loukhi,66.0764,33.0381,-12.05,97,100,0.26,RU,1701832243
330,tevriz,57.509,72.4042,-17.38,96,100,3.83,RU,1701832243
331,tommot,58.9564,126.2925,-32.84,92,100,1.69,RU,1701832243
332,cill airne,52.05,-9.5167,8.44,95,100,4.64,IE,1701832243
333,mount gambier,-37.8333,140.7667,21.05,33,76,3.27,AU,1701832243
334,klyuchi,52.2667,79.1667,3.4,75,100,9.11,RU,1701832148
335,malkerns,-26.5667,31.1833,17.25,95,100,0.17,SZ,1701832244
336,novyy urgal,51.0736,132.5642,-7.49,84,100,1.18,RU,1701832244
337,chernyshevskiy,63.0128,112.4714,-36.53,98,100,0.88,RU,1701832244
338,charters towers,-20.1,146.2667,34.36,26,14,6.7,AU,1701832244
339,sarbogard,46.8869,18.6204,0.16,85,100,3.24,HU,1701832244
340,kapa'a,22.0752,-159.319,28.99,89,100,8.23,US,1701832220
341,nelson bay,-32.7167,152.15,25.61,70,4,1.79,AU,1701832245
342,nyuzen,36.9333,137.5,15.26,42,0,2.8,JP,1701832100
343,weno,7.4515,151.8468,28.97,84,100,3.09,FM,1701832245
344,isangel,-19.55,169.2667,26.94,74,100,5.22,VU,1701832068
345,malango,-2.9627,119.9001,29.88,54,88,1.4,ID,1701832246
346,santa elena de uairen,4.6167,-61.1333,20.35,65,12,1.85,VE,1701832246
347,susuman,62.7833,148.1667,-49.45,99,75,0.45,RU,1701832246
348,alice springs,-23.7,133.8833,38.75,10,0,2.06,AU,1701832246
349,kyren,51.6828,102.1408,-15.03,78,100,0.45,RU,1701832246
350,guerrero negro,27.9769,-114.0611,20.74,44,100,3.89,MX,1701832221
351,malvan,16.0667,73.4667,26.14,63,100,2.3,IN,1701831977
352,puerto madryn,-42.7692,-65.0385,12.85,82,45,12.5,AR,1701832247
353,sona,45.4388,10.8255,2.35,87,0,3.09,IT,1701832247
354,progreso,21.2833,-89.6667,25.06,88,43,6.6,MX,1701832247
355,saudarkrokur,65.7461,-19.6394,-4.44,68,2,3.12,IS,1701832247
356,qarazhal,48.0078,70.7903,1.83,87,14,6.86,KZ,1701832247
357,kendallville,41.4414,-85.265,2.07,87,100,3.63,US,1701832247
358,poso,-1.3959,120.7524,30.64,64,13,2.29,ID,1701832202
359,cafelandia,-21.8025,-49.61,22.95,86,52,2.74,BR,1701831990
360,prince george,53.9166,-122.753,2.69,83,0,2.57,CA,1701832248
